年,性別,年齢,旧,新,確率
2025-30,1,12,22,37,0
2025-30,1,12,23,37,0
2025-30,1,12,25,37,0
2025-30,1,12,27,37,0.0274
2025-30,1,12,31,37,0
2025-30,1,12,34,37,0
2025-30,1,12,35,37,0
2025-30,1,12,37,37,0.7897
2025-30,1,12,99,37,0
2025-30,1,13,11,37,0
2025-30,1,13,15,37,0
2025-30,1,13,17,37,0
2025-30,1,13,21,37,0
2025-30,1,13,22,37,0
2025-30,1,13,23,37,0
2025-30,1,13,25,37,0
2025-30,1,13,27,37,0.0248
2025-30,1,13,31,37,0
2025-30,1,13,34,37,0
2025-30,1,13,35,37,0
2025-30,1,13,37,37,0.8106
2025-30,1,13,99,37,0
2025-30,1,9,11,99,0.0118
2025-30,1,9,15,99,0.0118
2025-30,1,9,17,99,0.0118
2025-30,1,9,21,99,0.0041
2025-30,1,9,22,99,0.0041
2025-30,1,9,23,99,0.0041
2025-30,1,9,25,99,0.0041
2025-30,1,9,27,99,0.0041
2025-30,1,9,31,99,0.0229
2025-30,1,9,34,99,0.0229
2025-30,1,9,35,99,0.0229
2025-30,1,9,37,99,0.0229
2025-30,1,9,99,99,1
2025-30,1,10,11,99,0.0188
2025-30,1,10,15,99,0.0188
2025-30,1,10,17,99,0.0188
2025-30,1,10,21,99,0.0067
2025-30,1,10,22,99,0.0067
2025-30,1,10,23,99,0.0067
2025-30,1,10,25,99,0.0067
2025-30,1,10,27,99,0.0067
2025-30,1,10,31,99,0.0348
2025-30,1,10,34,99,0.0348
2025-30,1,10,35,99,0.0348
2025-30,1,10,37,99,0.0348
2025-30,1,10,99,99,1
2025-30,1,11,11,99,0.0301
2025-30,1,11,15,99,0.0301
2025-30,1,11,17,99,0.0301
2025-30,1,11,21,99,0.0109
2025-30,1,11,22,99,0.0109
2025-30,1,11,23,99,0.0109
2025-30,1,11,25,99,0.0109
2025-30,1,11,27,99,0.0109
2025-30,1,11,31,99,0.0497
2025-30,1,11,34,99,0.0497
2025-30,1,11,35,99,0.0497
2025-30,1,11,37,99,0.0497
2025-30,1,11,99,99,1
2025-30,1,12,11,99,0.0486
2025-30,1,12,15,99,0.0486
2025-30,1,12,17,99,0.0486
2025-30,1,12,21,99,0.0178
2025-30,1,12,22,99,0.0178
2025-30,1,12,23,99,0.0178
2025-30,1,12,25,99,0.0178
2025-30,1,12,27,99,0.0178
2025-30,1,12,31,99,0.0671
2025-30,1,12,34,99,0.0671
2025-30,1,12,35,99,0.0671
2025-30,1,12,37,99,0.0671
2025-30,1,12,99,99,1
2025-30,1,13,11,99,0.0786
2025-30,1,13,15,99,0.0786
2025-30,1,13,17,99,0.0786
2025-30,1,13,21,99,0.0308
2025-30,1,13,22,99,0.0308
2025-30,1,13,23,99,0.0308
2025-30,1,13,25,99,0.0308
2025-30,1,13,27,99,0.0308
2025-30,1,13,31,99,0.0961
2025-30,1,13,34,99,0.0961
2025-30,1,13,35,99,0.0961
2025-30,1,13,37,99,0.0961
2025-30,1,13,99,99,1
2025-30,1,14,11,11,0.8307
2025-30,1,14,15,11,0
2025-30,1,14,17,11,0.1347
2025-30,1,14,21,11,0
2025-30,1,14,22,11,0
2025-30,1,14,23,11,0
2025-30,1,14,25,11,0
2025-30,1,14,27,11,0
2025-30,1,14,31,11,0
2025-30,1,14,34,11,0
2025-30,1,14,35,11,0
2025-30,1,14,37,11,0
2025-30,1,14,99,11,0
2025-30,1,15,11,11,0.7828
2025-30,1,15,15,11,0
2025-30,1,15,17,11,0.0558
2025-30,1,15,21,11,0
2025-30,1,15,22,11,0
2025-30,1,15,23,11,0
2025-30,1,15,25,11,0
2025-30,1,15,27,11,0
2025-30,1,15,31,11,0
2025-30,1,15,34,11,0
2025-30,1,15,35,11,0
2025-30,1,15,37,11,0
2025-30,1,15,99,11,0
2025-30,1,16,11,11,0.7153
2025-30,1,16,15,11,0.0203
2025-30,1,16,17,11,0.0082
2025-30,1,16,21,11,0
2025-30,1,16,22,11,0
2025-30,1,16,23,11,0
2025-30,1,16,25,11,0
2025-30,1,16,27,11,0
2025-30,1,16,31,11,0
2025-30,1,16,34,11,0
2025-30,1,16,35,11,0
2025-30,1,16,37,11,0
2025-30,1,16,99,11,0
2025-30,1,17,11,11,0.5761
2025-30,1,17,15,11,0
2025-30,1,17,17,11,0
2025-30,1,17,21,11,0
2025-30,1,17,22,11,0
2025-30,1,17,23,11,0
2025-30,1,17,25,11,0
2025-30,1,17,27,11,0
2025-30,1,17,31,11,0
2025-30,1,17,34,11,0
2025-30,1,17,35,11,0
2025-30,1,17,37,11,0
2025-30,1,17,99,11,0
2025-30,1,18,11,11,0.3252
2025-30,1,18,15,11,0
2025-30,1,18,17,11,0
2025-30,1,18,21,11,0
2025-30,1,18,22,11,0
2025-30,1,18,23,11,0
2025-30,1,18,25,11,0
2025-30,1,18,27,11,0
2025-30,1,18,31,11,0
2025-30,1,18,34,11,0
2025-30,1,18,35,11,0
2025-30,1,18,37,11,0
2025-30,1,18,99,11,0
2025-30,1,14,11,15,0
2025-30,1,14,15,15,0.8307
2025-30,1,14,17,15,0.0357
2025-30,1,14,21,15,0
2025-30,1,14,22,15,0
2025-30,1,14,23,15,0
2025-30,1,14,25,15,0
2025-30,1,14,27,15,0
2025-30,1,14,31,15,0
2025-30,1,14,34,15,0
2025-30,1,14,35,15,0
2025-30,1,14,37,15,0
2025-30,1,14,99,15,0
2025-30,1,15,11,15,0
2025-30,1,15,15,15,0.7828
2025-30,1,15,17,15,0.0172
2025-30,1,15,21,15,0
2025-30,1,15,22,15,0
2025-30,1,15,23,15,0
2025-30,1,15,25,15,0
2025-30,1,15,27,15,0
2025-30,1,15,31,15,0
2025-30,1,15,34,15,0
2025-30,1,15,35,15,0
2025-30,1,15,37,15,0
2025-30,1,15,99,15,0
2025-30,1,16,11,15,0
2025-30,1,16,15,15,0.695
2025-30,1,16,17,15,0
2025-30,1,16,21,15,0
2025-30,1,16,22,15,0
2025-30,1,16,23,15,0
2025-30,1,16,25,15,0
2025-30,1,16,27,15,0
2025-30,1,16,31,15,0
2025-30,1,16,34,15,0
2025-30,1,16,35,15,0
2025-30,1,16,37,15,0
2025-30,1,16,99,15,0
2025-30,1,17,11,15,0
2025-30,1,17,15,15,0.5846
2025-30,1,17,17,15,0.0048
2025-30,1,17,21,15,0
2025-30,1,17,22,15,0
2025-30,1,17,23,15,0
2025-30,1,17,25,15,0
2025-30,1,17,27,15,0
2025-30,1,17,31,15,0
2025-30,1,17,34,15,0
2025-30,1,17,35,15,0
2025-30,1,17,37,15,0
2025-30,1,17,99,15,0
2025-30,1,18,11,15,0
2025-30,1,18,15,15,0.3252
2025-30,1,18,17,15,0.0048
2025-30,1,18,21,15,0
2025-30,1,18,22,15,0
2025-30,1,18,23,15,0
2025-30,1,18,25,15,0
2025-30,1,18,27,15,0
2025-30,1,18,31,15,0
2025-30,1,18,34,15,0
2025-30,1,18,35,15,0
2025-30,1,18,37,15,0
2025-30,1,18,99,15,0
2025-30,1,14,11,17,0
2025-30,1,14,15,17,0
2025-30,1,14,17,17,0.6603
2025-30,1,14,21,17,0
2025-30,1,14,22,17,0
2025-30,1,14,23,17,0
2025-30,1,14,25,17,0
2025-30,1,14,27,17,0
2025-30,1,14,31,17,0
2025-30,1,14,34,17,0
2025-30,1,14,35,17,0
2025-30,1,14,37,17,0
2025-30,1,14,99,17,0
2025-30,1,15,11,17,0
2025-30,1,15,15,17,0
2025-30,1,15,17,17,0.7098
2025-30,1,15,21,17,0
2025-30,1,15,22,17,0
2025-30,1,15,23,17,0
2025-30,1,15,25,17,0
2025-30,1,15,27,17,0
2025-30,1,15,31,17,0
2025-30,1,15,34,17,0
2025-30,1,15,35,17,0
2025-30,1,15,37,17,0
2025-30,1,15,99,17,0
2025-30,1,16,11,17,0
2025-30,1,16,15,17,0
2025-30,1,16,17,17,0.7071
2025-30,1,16,21,17,0
2025-30,1,16,22,17,0
2025-30,1,16,23,17,0
2025-30,1,16,25,17,0
2025-30,1,16,27,17,0
2025-30,1,16,31,17,0
2025-30,1,16,34,17,0
2025-30,1,16,35,17,0
2025-30,1,16,37,17,0
2025-30,1,16,99,17,0
2025-30,1,17,11,17,0.0086
2025-30,1,17,15,17,0
2025-30,1,17,17,17,0.5798
2025-30,1,17,21,17,0
2025-30,1,17,22,17,0
2025-30,1,17,23,17,0
2025-30,1,17,25,17,0
2025-30,1,17,27,17,0
2025-30,1,17,31,17,0
2025-30,1,17,34,17,0
2025-30,1,17,35,17,0
2025-30,1,17,37,17,0
2025-30,1,17,99,17,0
2025-30,1,18,11,17,0
2025-30,1,18,15,17,0
2025-30,1,18,17,17,0.3204
2025-30,1,18,21,17,0
2025-30,1,18,22,17,0
2025-30,1,18,23,17,0
2025-30,1,18,25,17,0
2025-30,1,18,27,17,0
2025-30,1,18,31,17,0
2025-30,1,18,34,17,0
2025-30,1,18,35,17,0
2025-30,1,18,37,17,0
2025-30,1,18,99,17,0
2025-30,1,14,11,21,0
2025-30,1,14,15,21,0
2025-30,1,14,17,21,0
2025-30,1,14,21,21,0.9227
2025-30,1,14,22,21,0.0025
2025-30,1,14,23,21,0
2025-30,1,14,25,21,0
2025-30,1,14,27,21,0
2025-30,1,14,31,21,0
2025-30,1,14,34,21,0
2025-30,1,14,35,21,0
2025-30,1,14,37,21,0
2025-30,1,14,99,21,0
2025-30,1,15,11,21,0
2025-30,1,15,15,21,0
2025-30,1,15,17,21,0
2025-30,1,15,21,21,0.8805
2025-30,1,15,22,21,0.0056
2025-30,1,15,23,21,0
2025-30,1,15,25,21,0
2025-30,1,15,27,21,0
2025-30,1,15,31,21,0
2025-30,1,15,34,21,0
2025-30,1,15,35,21,0
2025-30,1,15,37,21,0
2025-30,1,15,99,21,0
2025-30,1,16,11,21,0
2025-30,1,16,15,21,0
2025-30,1,16,17,21,0
2025-30,1,16,21,21,0.7906
2025-30,1,16,22,21,0.0115
2025-30,1,16,23,21,0
2025-30,1,16,25,21,0
2025-30,1,16,27,21,0
2025-30,1,16,31,21,0
2025-30,1,16,34,21,0
2025-30,1,16,35,21,0
2025-30,1,16,37,21,0
2025-30,1,16,99,21,0
2025-30,1,17,11,21,0
2025-30,1,17,15,21,0
2025-30,1,17,17,21,0
2025-30,1,17,21,21,0.6502
2025-30,1,17,22,21,0.0239
2025-30,1,17,23,21,0
2025-30,1,17,25,21,0
2025-30,1,17,27,21,0
2025-30,1,17,31,21,0
2025-30,1,17,34,21,0
2025-30,1,17,35,21,0
2025-30,1,17,37,21,0
2025-30,1,17,99,21,0
2025-30,1,18,11,21,0
2025-30,1,18,15,21,0
2025-30,1,18,17,21,0
2025-30,1,18,21,21,0.3576
2025-30,1,18,22,21,0
2025-30,1,18,23,21,0
2025-30,1,18,25,21,0
2025-30,1,18,27,21,0
2025-30,1,18,31,21,0
2025-30,1,18,34,21,0
2025-30,1,18,35,21,0
2025-30,1,18,37,21,0
2025-30,1,18,99,21,0
2025-30,1,14,11,22,0.0243
2025-30,1,14,15,22,0
2025-30,1,14,17,22,0.017
2025-30,1,14,21,22,0
2025-30,1,14,22,22,0.856
2025-30,1,14,23,22,0.262
2025-30,1,14,25,22,0.1318
2025-30,1,14,27,22,0.054
2025-30,1,14,31,22,0.0308
2025-30,1,14,34,22,0.059
2025-30,1,14,35,22,0.059
2025-30,1,14,37,22,0.0084
2025-30,1,14,99,22,0
2025-30,1,15,11,22,0.0164
2025-30,1,15,15,22,0
2025-30,1,15,17,22,0.0115
2025-30,1,15,21,22,0
2025-30,1,15,22,22,0.8161
2025-30,1,15,23,22,0.1907
2025-30,1,15,25,22,0.1258
2025-30,1,15,27,22,0.0515
2025-30,1,15,31,22,0.0257
2025-30,1,15,34,22,0.0493
2025-30,1,15,35,22,0.0493
2025-30,1,15,37,22,0.007
2025-30,1,15,99,22,0
2025-30,1,16,11,22,0.0002
2025-30,1,16,15,22,0
2025-30,1,16,17,22,0.0001
2025-30,1,16,21,22,0
2025-30,1,16,22,22,0.7297
2025-30,1,16,23,22,0.1305
2025-30,1,16,25,22,0.1054
2025-30,1,16,27,22,0.0462
2025-30,1,16,31,22,0.0257
2025-30,1,16,34,22,0.0492
2025-30,1,16,35,22,0.0492
2025-30,1,16,37,22,0.007
2025-30,1,16,99,22,0
2025-30,1,17,11,22,0
2025-30,1,17,15,22,0
2025-30,1,17,17,22,0
2025-30,1,17,21,22,0
2025-30,1,17,22,22,0.5901
2025-30,1,17,23,22,0.111
2025-30,1,17,25,22,0.0197
2025-30,1,17,27,22,0.038
2025-30,1,17,31,22,0.0009
2025-30,1,17,34,22,0.0017
2025-30,1,17,35,22,0.0017
2025-30,1,17,37,22,0.0002
2025-30,1,17,99,22,0
2025-30,1,18,11,22,0
2025-30,1,18,15,22,0
2025-30,1,18,17,22,0
2025-30,1,18,21,22,0
2025-30,1,18,22,22,0.337
2025-30,1,18,23,22,0.0588
2025-30,1,18,25,22,0
2025-30,1,18,27,22,0.0209
2025-30,1,18,31,22,0
2025-30,1,18,34,22,0
2025-30,1,18,35,22,0
2025-30,1,18,37,22,0
2025-30,1,18,99,22,0
2025-30,1,14,11,23,0.0213
2025-30,1,14,15,23,0
2025-30,1,14,17,23,0.0235
2025-30,1,14,21,23,0
2025-30,1,14,22,23,0.0473
2025-30,1,14,23,23,0.6584
2025-30,1,14,25,23,0.1285
2025-30,1,14,27,23,0.054
2025-30,1,14,31,23,0.0231
2025-30,1,14,34,23,0
2025-30,1,14,35,23,0
2025-30,1,14,37,23,0.0365
2025-30,1,14,99,23,0
2025-30,1,15,11,23,0.0144
2025-30,1,15,15,23,0
2025-30,1,15,17,23,0.0159
2025-30,1,15,21,23,0
2025-30,1,15,22,23,0.0427
2025-30,1,15,23,23,0.6809
2025-30,1,15,25,23,0.0816
2025-30,1,15,27,23,0.0515
2025-30,1,15,31,23,0.0193
2025-30,1,15,34,23,0
2025-30,1,15,35,23,0
2025-30,1,15,37,23,0.0305
2025-30,1,15,99,23,0
2025-30,1,16,11,23,0.0002
2025-30,1,16,15,23,0
2025-30,1,16,17,23,0.0002
2025-30,1,16,21,23,0
2025-30,1,16,22,23,0.0349
2025-30,1,16,23,23,0.6518
2025-30,1,16,25,23,0.0258
2025-30,1,16,27,23,0.0462
2025-30,1,16,31,23,0.0193
2025-30,1,16,34,23,0
2025-30,1,16,35,23,0
2025-30,1,16,37,23,0.0305
2025-30,1,16,99,23,0
2025-30,1,17,11,23,0
2025-30,1,17,15,23,0
2025-30,1,17,17,23,0
2025-30,1,17,21,23,0
2025-30,1,17,22,23,0.0224
2025-30,1,17,23,23,0.5392
2025-30,1,17,25,23,0.0144
2025-30,1,17,27,23,0.038
2025-30,1,17,31,23,0.0007
2025-30,1,17,34,23,0
2025-30,1,17,35,23,0
2025-30,1,17,37,23,0.001
2025-30,1,17,99,23,0
2025-30,1,18,11,23,0
2025-30,1,18,15,23,0
2025-30,1,18,17,23,0
2025-30,1,18,21,23,0
2025-30,1,18,22,23,0.0123
2025-30,1,18,23,23,0.2988
2025-30,1,18,25,23,0.0034
2025-30,1,18,27,23,0.0209
2025-30,1,18,31,23,0
2025-30,1,18,34,23,0
2025-30,1,18,35,23,0
2025-30,1,18,37,23,0
2025-30,1,18,99,23,0
2025-30,1,14,11,25,0
2025-30,1,14,15,25,0.0486
2025-30,1,14,17,25,0.0016
2025-30,1,14,21,25,0
2025-30,1,14,22,25,0.0169
2025-30,1,14,23,25,0.0023
2025-30,1,14,25,25,0.6539
2025-30,1,14,27,25,0.054
2025-30,1,14,31,25,0.0051
2025-30,1,14,34,25,0
2025-30,1,14,35,25,0
2025-30,1,14,37,25,0.0112
2025-30,1,14,99,25,0
2025-30,1,15,11,25,0
2025-30,1,15,15,25,0.0328
2025-30,1,15,17,25,0.0011
2025-30,1,15,21,25,0
2025-30,1,15,22,25,0.0161
2025-30,1,15,23,25,0.0089
2025-30,1,15,25,25,0.6582
2025-30,1,15,27,25,0.0515
2025-30,1,15,31,25,0.0043
2025-30,1,15,34,25,0
2025-30,1,15,35,25,0
2025-30,1,15,37,25,0.0094
2025-30,1,15,99,25,0
2025-30,1,16,11,25,0
2025-30,1,16,15,25,0.0004
2025-30,1,16,17,25,0
2025-30,1,16,21,25,0
2025-30,1,16,22,25,0.0145
2025-30,1,16,23,25,0.0083
2025-30,1,16,25,25,0.6395
2025-30,1,16,27,25,0.0462
2025-30,1,16,31,25,0.0043
2025-30,1,16,34,25,0
2025-30,1,16,35,25,0
2025-30,1,16,37,25,0.0094
2025-30,1,16,99,25,0
2025-30,1,17,11,25,0
2025-30,1,17,15,25,0
2025-30,1,17,17,25,0
2025-30,1,17,21,25,0
2025-30,1,17,22,25,0.0138
2025-30,1,17,23,25,0
2025-30,1,17,25,25,0.6161
2025-30,1,17,27,25,0.038
2025-30,1,17,31,25,0.0001
2025-30,1,17,34,25,0
2025-30,1,17,35,25,0
2025-30,1,17,37,25,0.0003
2025-30,1,17,99,25,0
2025-30,1,18,11,25,0
2025-30,1,18,15,25,0
2025-30,1,18,17,25,0
2025-30,1,18,21,25,0
2025-30,1,18,22,25,0.0082
2025-30,1,18,23,25,0
2025-30,1,18,25,25,0.3542
2025-30,1,18,27,25,0.0209
2025-30,1,18,31,25,0
2025-30,1,18,34,25,0
2025-30,1,18,35,25,0
2025-30,1,18,37,25,0
2025-30,1,18,99,25,0
2025-30,1,14,11,27,0.003
2025-30,1,14,15,27,0
2025-30,1,14,17,27,0.0065
2025-30,1,14,21,27,0
2025-30,1,14,22,27,0
2025-30,1,14,23,27,0
2025-30,1,14,25,27,0.0085
2025-30,1,14,27,27,0.7608
2025-30,1,14,31,27,0
2025-30,1,14,34,27,0
2025-30,1,14,35,27,0
2025-30,1,14,37,27,0.0028
2025-30,1,14,99,27,0
2025-30,1,15,11,27,0.002
2025-30,1,15,15,27,0
2025-30,1,15,17,27,0.0044
2025-30,1,15,21,27,0
2025-30,1,15,22,27,0
2025-30,1,15,23,27,0
2025-30,1,15,25,27,0.0149
2025-30,1,15,27,27,0.726
2025-30,1,15,31,27,0
2025-30,1,15,34,27,0
2025-30,1,15,35,27,0
2025-30,1,15,37,27,0.0023
2025-30,1,15,99,27,0
2025-30,1,16,11,27,0
2025-30,1,16,15,27,0
2025-30,1,16,17,27,0.0001
2025-30,1,16,21,27,0
2025-30,1,16,22,27,0
2025-30,1,16,23,27,0
2025-30,1,16,25,27,0.0199
2025-30,1,16,27,27,0.6519
2025-30,1,16,31,27,0
2025-30,1,16,34,27,0
2025-30,1,16,35,27,0
2025-30,1,16,37,27,0.0023
2025-30,1,16,99,27,0
2025-30,1,17,11,27,0
2025-30,1,17,15,27,0
2025-30,1,17,17,27,0
2025-30,1,17,21,27,0
2025-30,1,17,22,27,0
2025-30,1,17,23,27,0
2025-30,1,17,25,27,0
2025-30,1,17,27,27,0.5361
2025-30,1,17,31,27,0
2025-30,1,17,34,27,0
2025-30,1,17,35,27,0
2025-30,1,17,37,27,0.0001
2025-30,1,17,99,27,0
2025-30,1,18,11,27,0
2025-30,1,18,15,27,0
2025-30,1,18,17,27,0
2025-30,1,18,21,27,0
2025-30,1,18,22,27,0
2025-30,1,18,23,27,0
2025-30,1,18,25,27,0
2025-30,1,18,27,27,0.2949
2025-30,1,18,31,27,0
2025-30,1,18,34,27,0
2025-30,1,18,35,27,0
2025-30,1,18,37,27,0
2025-30,1,18,99,27,0
2025-30,1,14,11,31,0
2025-30,1,14,15,31,0
2025-30,1,14,17,31,0
2025-30,1,14,21,31,0.0258
2025-30,1,14,22,31,0.0258
2025-30,1,14,23,31,0.0132
2025-30,1,14,25,31,0.017
2025-30,1,14,27,31,0
2025-30,1,14,31,31,0.8051
2025-30,1,14,34,31,0
2025-30,1,14,35,31,0
2025-30,1,14,37,31,0
2025-30,1,14,99,31,0
2025-30,1,15,11,31,0
2025-30,1,15,15,31,0
2025-30,1,15,17,31,0
2025-30,1,15,21,31,0.0334
2025-30,1,15,22,31,0.0334
2025-30,1,15,23,31,0.0072
2025-30,1,15,25,31,0.0075
2025-30,1,15,27,31,0
2025-30,1,15,31,31,0.7632
2025-30,1,15,34,31,0
2025-30,1,15,35,31,0
2025-30,1,15,37,31,0
2025-30,1,15,99,31,0
2025-30,1,16,11,31,0
2025-30,1,16,15,31,0
2025-30,1,16,17,31,0
2025-30,1,16,21,31,0.05
2025-30,1,16,22,31,0.05
2025-30,1,16,23,31,0.0012
2025-30,1,16,25,31,0
2025-30,1,16,27,31,0
2025-30,1,16,31,31,0.6531
2025-30,1,16,34,31,0
2025-30,1,16,35,31,0
2025-30,1,16,37,31,0
2025-30,1,16,99,31,0
2025-30,1,17,11,31,0
2025-30,1,17,15,31,0
2025-30,1,17,17,31,0
2025-30,1,17,21,31,0.0604
2025-30,1,17,22,31,0.0604
2025-30,1,17,23,31,0
2025-30,1,17,25,31,0
2025-30,1,17,27,31,0
2025-30,1,17,31,31,0.411
2025-30,1,17,34,31,0
2025-30,1,17,35,31,0
2025-30,1,17,37,31,0
2025-30,1,17,99,31,0
2025-30,1,18,11,31,0
2025-30,1,18,15,31,0
2025-30,1,18,17,31,0
2025-30,1,18,21,31,0.1033
2025-30,1,18,22,31,0.1033
2025-30,1,18,23,31,0.0517
2025-30,1,18,25,31,0
2025-30,1,18,27,31,0
2025-30,1,18,31,31,0.3123
2025-30,1,18,34,31,0
2025-30,1,18,35,31,0
2025-30,1,18,37,31,0
2025-30,1,18,99,31,0
2025-30,1,14,11,34,0
2025-30,1,14,15,34,0
2025-30,1,14,17,34,0
2025-30,1,14,21,34,0
2025-30,1,14,22,34,0
2025-30,1,14,23,34,0.0126
2025-30,1,14,25,34,0
2025-30,1,14,27,34,0
2025-30,1,14,31,34,0
2025-30,1,14,34,34,0.8051
2025-30,1,14,35,34,0
2025-30,1,14,37,34,0
2025-30,1,14,99,34,0
2025-30,1,15,11,34,0
2025-30,1,15,15,34,0
2025-30,1,15,17,34,0
2025-30,1,15,21,34,0
2025-30,1,15,22,34,0
2025-30,1,15,23,34,0.0262
2025-30,1,15,25,34,0
2025-30,1,15,27,34,0
2025-30,1,15,31,34,0
2025-30,1,15,34,34,0.7632
2025-30,1,15,35,34,0
2025-30,1,15,37,34,0
2025-30,1,15,99,34,0
2025-30,1,16,11,34,0
2025-30,1,16,15,34,0
2025-30,1,16,17,34,0
2025-30,1,16,21,34,0
2025-30,1,16,22,34,0
2025-30,1,16,23,34,0.0488
2025-30,1,16,25,34,0
2025-30,1,16,27,34,0
2025-30,1,16,31,34,0
2025-30,1,16,34,34,0.6757
2025-30,1,16,35,34,0
2025-30,1,16,37,34,0
2025-30,1,16,99,34,0
2025-30,1,17,11,34,0
2025-30,1,17,15,34,0
2025-30,1,17,17,34,0
2025-30,1,17,21,34,0
2025-30,1,17,22,34,0
2025-30,1,17,23,34,0.0604
2025-30,1,17,25,34,0
2025-30,1,17,27,34,0
2025-30,1,17,31,34,0.1053
2025-30,1,17,34,34,0.5948
2025-30,1,17,35,34,0
2025-30,1,17,37,34,0
2025-30,1,17,99,34,0
2025-30,1,18,11,34,0
2025-30,1,18,15,34,0
2025-30,1,18,17,34,0
2025-30,1,18,21,34,0
2025-30,1,18,22,34,0
2025-30,1,18,23,34,0.0517
2025-30,1,18,25,34,0
2025-30,1,18,27,34,0
2025-30,1,18,31,34,0
2025-30,1,18,34,34,0.3123
2025-30,1,18,35,34,0
2025-30,1,18,37,34,0
2025-30,1,18,99,34,0
2025-30,1,14,11,35,0
2025-30,1,14,15,35,0
2025-30,1,14,17,35,0
2025-30,1,14,21,35,0
2025-30,1,14,22,35,0
2025-30,1,14,23,35,0
2025-30,1,14,25,35,0.0088
2025-30,1,14,27,35,0
2025-30,1,14,31,35,0
2025-30,1,14,34,35,0
2025-30,1,14,35,35,0.8051
2025-30,1,14,37,35,0
2025-30,1,14,99,35,0
2025-30,1,15,11,35,0
2025-30,1,15,15,35,0
2025-30,1,15,17,35,0
2025-30,1,15,21,35,0
2025-30,1,15,22,35,0
2025-30,1,15,23,35,0
2025-30,1,15,25,35,0.0195
2025-30,1,15,27,35,0
2025-30,1,15,31,35,0
2025-30,1,15,34,35,0
2025-30,1,15,35,35,0.7632
2025-30,1,15,37,35,0
2025-30,1,15,99,35,0
2025-30,1,16,11,35,0
2025-30,1,16,15,35,0
2025-30,1,16,17,35,0
2025-30,1,16,21,35,0
2025-30,1,16,22,35,0
2025-30,1,16,23,35,0
2025-30,1,16,25,35,0.0383
2025-30,1,16,27,35,0
2025-30,1,16,31,35,0
2025-30,1,16,34,35,0
2025-30,1,16,35,35,0.6757
2025-30,1,16,37,35,0
2025-30,1,16,99,35,0
2025-30,1,17,11,35,0
2025-30,1,17,15,35,0
2025-30,1,17,17,35,0
2025-30,1,17,21,35,0
2025-30,1,17,22,35,0
2025-30,1,17,23,35,0
2025-30,1,17,25,35,0.0306
2025-30,1,17,27,35,0
2025-30,1,17,31,35,0
2025-30,1,17,34,35,0
2025-30,1,17,35,35,0.5948
2025-30,1,17,37,35,0
2025-30,1,17,99,35,0
2025-30,1,18,11,35,0
2025-30,1,18,15,35,0
2025-30,1,18,17,35,0
2025-30,1,18,21,35,0
2025-30,1,18,22,35,0
2025-30,1,18,23,35,0
2025-30,1,18,25,35,0.1033
2025-30,1,18,27,35,0
2025-30,1,18,31,35,0
2025-30,1,18,34,35,0
2025-30,1,18,35,35,0.3123
2025-30,1,18,37,35,0
2025-30,1,18,99,35,0
2025-30,1,14,11,37,0
2025-30,1,14,15,37,0
2025-30,1,14,17,37,0
2025-30,1,14,21,37,0
2025-30,1,14,22,37,0
2025-30,1,14,23,37,0
2025-30,1,14,25,37,0
2025-30,1,14,27,37,0.0258
2025-30,1,14,31,37,0
2025-30,1,14,34,37,0
2025-30,1,14,35,37,0
2025-30,1,14,37,37,0.8051
2025-30,1,14,99,37,0
2025-30,1,15,11,37,0
2025-30,1,15,15,37,0
2025-30,1,15,17,37,0
2025-30,1,15,21,37,0
2025-30,1,15,22,37,0
2025-30,1,15,23,37,0
2025-30,1,15,25,37,0.0064
2025-30,1,15,27,37,0.0334
2025-30,1,15,31,37,0
2025-30,1,15,34,37,0
2025-30,1,15,35,37,0
2025-30,1,15,37,37,0.7632
2025-30,1,15,99,37,0
2025-30,1,16,11,37,0
2025-30,1,16,15,37,0
2025-30,1,16,17,37,0
2025-30,1,16,21,37,0
2025-30,1,16,22,37,0
2025-30,1,16,23,37,0
2025-30,1,16,25,37,0.0117
2025-30,1,16,27,37,0.05
2025-30,1,16,31,37,0.0227
2025-30,1,16,34,37,0
2025-30,1,16,35,37,0
2025-30,1,16,37,37,0.6757
2025-30,1,16,99,37,0
2025-30,1,17,11,37,0
2025-30,1,17,15,37,0
2025-30,1,17,17,37,0
2025-30,1,17,21,37,0
2025-30,1,17,22,37,0
2025-30,1,17,23,37,0
2025-30,1,17,25,37,0.0298
2025-30,1,17,27,37,0.0604
2025-30,1,17,31,37,0.0784
2025-30,1,17,34,37,0
2025-30,1,17,35,37,0
2025-30,1,17,37,37,0.5948
2025-30,1,17,99,37,0
2025-30,1,18,11,37,0
2025-30,1,18,15,37,0
2025-30,1,18,17,37,0
2025-30,1,18,21,37,0
2025-30,1,18,22,37,0
2025-30,1,18,23,37,0
2025-30,1,18,25,37,0
2025-30,1,18,27,37,0.1033
2025-30,1,18,31,37,0
2025-30,1,18,34,37,0
2025-30,1,18,35,37,0
2025-30,1,18,37,37,0.3123
2025-30,1,18,99,37,0
2025-30,1,14,11,99,0.1207
2025-30,1,14,15,99,0.1207
2025-30,1,14,17,99,0.1207
2025-30,1,14,21,99,0.0515
2025-30,1,14,22,99,0.0515
2025-30,1,14,23,99,0.0515
2025-30,1,14,25,99,0.0515
2025-30,1,14,27,99,0.0515
2025-30,1,14,31,99,0.1359
