年,性別,年齢,旧,新,確率
2016-17,1,12,25,23,0.1382
2016-17,1,12,25,25,0.7493
2016-17,1,12,25,24,0.0
2016-17,1,12,25,21,0.0
2016-17,1,12,25,27,0.0
2016-17,1,12,25,26,0.0
2016-17,1,12,25,15,0.0
2016-17,1,12,25,11,0.0
2016-17,1,12,25,17,0.0
2016-17,1,12,25,35,0.0053
2016-17,1,12,25,34,0.0
2016-17,1,12,25,31,0.0231
2016-17,1,12,25,37,0.0
2016-17,1,12,25,99,0.0208
2016-17,1,12,27,22,0.0983
2016-17,1,12,27,23,0.0983
2016-17,1,12,27,25,0.0983
2016-17,1,12,27,24,0.0
2016-17,1,12,27,21,0.0
2016-17,1,12,27,27,0.6559
2016-17,1,12,27,26,0.0
2016-17,1,12,27,15,0.0
2016-17,1,12,27,11,0.0
2016-17,1,12,27,17,0.0
2016-17,1,12,27,35,0.0
2016-17,1,12,27,34,0.0
2016-17,1,12,27,31,0.0
2016-17,1,12,27,37,0.0284
2016-17,1,12,27,99,0.0208
2016-17,1,12,31,22,0.0471
2016-17,1,12,31,23,0.0353
2016-17,1,12,31,25,0.0078
2016-17,1,12,31,24,0.0
2016-17,1,12,31,21,0.0
2016-17,1,12,31,27,0.0
2016-17,1,12,31,26,0.0
2016-17,1,12,31,15,0.0
2016-17,1,12,31,11,0.0
2016-17,1,12,31,17,0.0
2016-17,1,12,31,35,0.0
2016-17,1,12,31,34,0.0
2016-17,1,12,31,31,0.8314
2016-17,1,12,31,37,0.0
2016-17,1,12,31,99,0.0783
2016-17,1,12,34,22,0.0903
2016-17,1,12,34,23,0.0
2016-17,1,12,34,25,0.0
2016-17,1,12,34,24,0.0
2016-17,1,12,34,21,0.0
2016-17,1,12,34,27,0.0
2016-17,1,12,34,26,0.0
2016-17,1,12,34,15,0.0
2016-17,1,12,34,11,0.0
2016-17,1,12,34,17,0.0
2016-17,1,12,34,35,0.0
2016-17,1,12,34,34,0.8314
2016-17,1,12,34,31,0.0
2016-17,1,12,34,37,0.0
2016-17,1,12,34,99,0.0783
2016-17,1,12,35,22,0.0903
2016-17,1,12,35,23,0.0
2016-17,1,12,35,25,0.0
2016-17,1,12,35,24,0.0
2016-17,1,12,35,21,0.0
2016-17,1,12,35,27,0.0
2016-17,1,12,35,26,0.0
2016-17,1,12,35,15,0.0
2016-17,1,12,35,11,0.0
2016-17,1,12,35,17,0.0
2016-17,1,12,35,35,0.8314
2016-17,1,12,35,34,0.0
2016-17,1,12,35,31,0.0
2016-17,1,12,35,37,0.0
2016-17,1,12,35,99,0.0783
2016-17,1,12,37,22,0.0129
2016-17,1,12,37,23,0.0559
2016-17,1,12,37,25,0.0172
2016-17,1,12,37,24,0.0
2016-17,1,12,37,21,0.0
2016-17,1,12,37,27,0.0043
2016-17,1,12,37,26,0.0
2016-17,1,12,37,15,0.0
2016-17,1,12,37,11,0.0
2016-17,1,12,37,17,0.0
2016-17,1,12,37,35,0.0
2016-17,1,12,37,34,0.0
2016-17,1,12,37,31,0.0
2016-17,1,12,37,37,0.8314
2016-17,1,12,37,99,0.0783
2016-17,1,12,99,22,0.0
2016-17,1,12,99,23,0.0
2016-17,1,12,99,25,0.0
2016-17,1,12,99,24,0.0
2016-17,1,12,99,21,0.0
2016-17,1,12,99,27,0.0
2016-17,1,12,99,26,0.0
2016-17,1,12,99,15,0.0
2016-17,1,12,99,11,0.0
2016-17,1,12,99,17,0.0
2016-17,1,12,99,35,0.0
2016-17,1,12,99,34,0.0
2016-17,1,12,99,31,0.0
2016-17,1,12,99,37,0.0
2016-17,1,12,99,99,1.0
2016-17,1,13,11,22,0.023
2016-17,1,13,11,23,0.0202
2016-17,1,13,11,25,0.0
2016-17,1,13,11,24,0.0
2016-17,1,13,11,21,0.0
2016-17,1,13,11,27,0.0028
2016-17,1,13,11,26,0.0
2016-17,1,13,11,15,0.0
2016-17,1,13,11,11,0.8638
2016-17,1,13,11,17,0.0
2016-17,1,13,11,35,0.0
2016-17,1,13,11,34,0.0
2016-17,1,13,11,31,0.0
2016-17,1,13,11,37,0.0
2016-17,1,13,11,99,0.0902
2016-17,1,13,15,22,0.0
2016-17,1,13,15,23,0.0
2016-17,1,13,15,25,0.046
2016-17,1,13,15,24,0.0
2016-17,1,13,15,21,0.0
2016-17,1,13,15,27,0.0
2016-17,1,13,15,26,0.0
2016-17,1,13,15,15,0.8638
2016-17,1,13,15,11,0.0
2016-17,1,13,15,17,0.0
2016-17,1,13,15,35,0.0
2016-17,1,13,15,34,0.0
2016-17,1,13,15,31,0.0
2016-17,1,13,15,37,0.0
2016-17,1,13,15,99,0.0902
2016-17,1,13,17,22,0.0161
2016-17,1,13,17,23,0.0223
2016-17,1,13,17,25,0.0015
2016-17,1,13,17,24,0.0
2016-17,1,13,17,21,0.0
2016-17,1,13,17,27,0.0061
2016-17,1,13,17,26,0.0
2016-17,1,13,17,15,0.0361
2016-17,1,13,17,11,0.2069
2016-17,1,13,17,17,0.6208
2016-17,1,13,17,35,0.0
2016-17,1,13,17,34,0.0
2016-17,1,13,17,31,0.0
2016-17,1,13,17,37,0.0
2016-17,1,13,17,99,0.0902
2016-17,1,13,21,22,0.0
2016-17,1,13,21,23,0.0
2016-17,1,13,21,25,0.0
2016-17,1,13,21,24,0.0
2016-17,1,13,21,21,0.9379
2016-17,1,13,21,27,0.0
2016-17,1,13,21,26,0.0
2016-17,1,13,21,15,0.0
2016-17,1,13,21,11,0.0
2016-17,1,13,21,17,0.0
2016-17,1,13,21,35,0.0
2016-17,1,13,21,34,0.0
2016-17,1,13,21,31,0.0267
2016-17,1,13,21,37,0.0
2016-17,1,13,21,99,0.0354
2016-17,1,13,22,22,0.8569
2016-17,1,13,22,23,0.0554
2016-17,1,13,22,25,0.0256
2016-17,1,13,22,24,0.0
2016-17,1,13,22,21,0.0
2016-17,1,13,22,27,0.0
2016-17,1,13,22,26,0.0
2016-17,1,13,22,15,0.0
2016-17,1,13,22,11,0.0
2016-17,1,13,22,17,0.0
2016-17,1,13,22,35,0.0
2016-17,1,13,22,34,0.0
2016-17,1,13,22,31,0.0267
2016-17,1,13,22,37,0.0
2016-17,1,13,22,99,0.0354
2016-17,1,13,23,22,0.2809
2016-17,1,13,23,23,0.6345
2016-17,1,13,23,25,0.0225
2016-17,1,13,23,24,0.0
2016-17,1,13,23,21,0.0
2016-17,1,13,23,27,0.0
2016-17,1,13,23,26,0.0
2016-17,1,13,23,15,0.0
2016-17,1,13,23,11,0.0
2016-17,1,13,23,17,0.0
2016-17,1,13,23,35,0.0
2016-17,1,13,23,34,0.0059
2016-17,1,13,23,31,0.0207
2016-17,1,13,23,37,0.0
2016-17,1,13,23,99,0.0354
2016-17,1,13,25,22,0.1752
2016-17,1,13,25,23,0.1251
2016-17,1,13,25,25,0.6377
2016-17,1,13,25,24,0.0
2016-17,1,13,25,21,0.0
2016-17,1,13,25,27,0.0
2016-17,1,13,25,26,0.0
2016-17,1,13,25,15,0.0
2016-17,1,13,25,11,0.0
2016-17,1,13,25,17,0.0
2016-17,1,13,25,35,0.0043
2016-17,1,13,25,34,0.0
2016-17,1,13,25,31,0.0224
2016-17,1,13,25,37,0.0
2016-17,1,13,25,99,0.0354
2016-17,1,13,27,22,0.0759
2016-17,1,13,27,23,0.0759
2016-17,1,13,27,25,0.0759
2016-17,1,13,27,24,0.0
2016-17,1,13,27,21,0.0
2016-17,1,13,27,27,0.7102
2016-17,1,13,27,26,0.0
2016-17,1,13,27,15,0.0
2016-17,1,13,27,11,0.0
2016-17,1,13,27,17,0.0
2016-17,1,13,27,35,0.0
2016-17,1,13,27,34,0.0
2016-17,1,13,27,31,0.0
2016-17,1,13,27,37,0.0267
2016-17,1,13,27,99,0.0354
2016-17,1,13,31,22,0.0307
2016-17,1,13,31,23,0.023
2016-17,1,13,31,25,0.0051
2016-17,1,13,31,24,0.0
2016-17,1,13,31,21,0.0
2016-17,1,13,31,27,0.0
2016-17,1,13,31,26,0.0
2016-17,1,13,31,15,0.0
2016-17,1,13,31,11,0.0
2016-17,1,13,31,17,0.0
2016-17,1,13,31,35,0.0
2016-17,1,13,31,34,0.0
2016-17,1,13,31,31,0.831
2016-17,1,13,31,37,0.0
2016-17,1,13,31,99,0.1103
2016-17,1,13,34,22,0.0588
2016-17,1,13,34,23,0.0
2016-17,1,13,34,25,0.0
2016-17,1,13,34,24,0.0
2016-17,1,13,34,21,0.0
2016-17,1,13,34,27,0.0
2016-17,1,13,34,26,0.0
2016-17,1,13,34,15,0.0
2016-17,1,13,34,11,0.0
2016-17,1,13,34,17,0.0
2016-17,1,13,34,35,0.0
2016-17,1,13,34,34,0.831
2016-17,1,13,34,31,0.0
2016-17,1,13,34,37,0.0
2016-17,1,13,34,99,0.1103
2016-17,1,13,35,22,0.0588
2016-17,1,13,35,23,0.0
2016-17,1,13,35,25,0.0
2016-17,1,13,35,24,0.0
2016-17,1,13,35,21,0.0
2016-17,1,13,35,27,0.0
2016-17,1,13,35,26,0.0
2016-17,1,13,35,15,0.0
2016-17,1,13,35,11,0.0
2016-17,1,13,35,17,0.0
2016-17,1,13,35,35,0.831
2016-17,1,13,35,34,0.0
2016-17,1,13,35,31,0.0
2016-17,1,13,35,37,0.0
2016-17,1,13,35,99,0.1103
2016-17,1,13,37,22,0.0084
2016-17,1,13,37,23,0.0364
2016-17,1,13,37,25,0.0112
2016-17,1,13,37,24,0.0
2016-17,1,13,37,21,0.0
2016-17,1,13,37,27,0.0028
2016-17,1,13,37,26,0.0
2016-17,1,13,37,15,0.0
2016-17,1,13,37,11,0.0
2016-17,1,13,37,17,0.0
2016-17,1,13,37,35,0.0
2016-17,1,13,37,34,0.0
2016-17,1,13,37,31,0.0
2016-17,1,13,37,37,0.831
2016-17,1,13,37,99,0.1103
2016-17,1,13,99,22,0.0
2016-17,1,13,99,23,0.0
2016-17,1,13,99,25,0.0
2016-17,1,13,99,24,0.0
2016-17,1,13,99,21,0.0
2016-17,1,13,99,27,0.0
2016-17,1,13,99,26,0.0
2016-17,1,13,99,15,0.0
2016-17,1,13,99,11,0.0
2016-17,1,13,99,17,0.0
2016-17,1,13,99,35,0.0
2016-17,1,13,99,34,0.0
2016-17,1,13,99,31,0.0
2016-17,1,13,99,37,0.0
2016-17,1,13,99,99,1.0
2016-17,1,14,11,22,0.0248
2016-17,1,14,11,23,0.0218
2016-17,1,14,11,25,0.0
2016-17,1,14,11,24,0.0
2016-17,1,14,11,21,0.0
2016-17,1,14,11,27,0.0031
2016-17,1,14,11,26,0.0
2016-17,1,14,11,15,0.0
2016-17,1,14,11,11,0.8129
2016-17,1,14,11,17,0.0
2016-17,1,14,11,35,0.0
2016-17,1,14,11,34,0.0
2016-17,1,14,11,31,0.0
2016-17,1,14,11,37,0.0
2016-17,1,14,11,99,0.1374
2016-17,1,14,15,22,0.0
2016-17,1,14,15,23,0.0
2016-17,1,14,15,25,0.0497
2016-17,1,14,15,24,0.0
2016-17,1,14,15,21,0.0
2016-17,1,14,15,27,0.0
2016-17,1,14,15,26,0.0
2016-17,1,14,15,15,0.8129
2016-17,1,14,15,11,0.0
2016-17,1,14,15,17,0.0
2016-17,1,14,15,35,0.0
2016-17,1,14,15,34,0.0
2016-17,1,14,15,31,0.0
2016-17,1,14,15,37,0.0
2016-17,1,14,15,99,0.1374
2016-17,1,14,17,22,0.0174
2016-17,1,14,17,23,0.024
2016-17,1,14,17,25,0.0016
2016-17,1,14,17,24,0.0
2016-17,1,14,17,21,0.0
2016-17,1,14,17,27,0.0066
2016-17,1,14,17,26,0.0
2016-17,1,14,17,15,0.0349
2016-17,1,14,17,11,0.1318
2016-17,1,14,17,17,0.6461
2016-17,1,14,17,35,0.0
2016-17,1,14,17,34,0.0
2016-17,1,14,17,31,0.0
2016-17,1,14,17,37,0.0
2016-17,1,14,17,99,0.1374
2016-17,1,14,21,22,0.0
2016-17,1,14,21,23,0.0
2016-17,1,14,21,25,0.0
2016-17,1,14,21,24,0.0
2016-17,1,14,21,21,0.913
2016-17,1,14,21,27,0.0
2016-17,1,14,21,26,0.0
2016-17,1,14,21,15,0.0
2016-17,1,14,21,11,0.0
2016-17,1,14,21,17,0.0
2016-17,1,14,21,35,0.0
2016-17,1,14,21,34,0.0
2016-17,1,14,21,31,0.0283
2016-17,1,14,21,37,0.0
2016-17,1,14,21,99,0.0586
2016-17,1,14,22,22,0.847
2016-17,1,14,22,23,0.0468
2016-17,1,14,22,25,0.0167
2016-17,1,14,22,24,0.0
2016-17,1,14,22,21,0.0025
2016-17,1,14,22,27,0.0
2016-17,1,14,22,26,0.0
2016-17,1,14,22,15,0.0
2016-17,1,14,22,11,0.0
2016-17,1,14,22,17,0.0
2016-17,1,14,22,35,0.0
2016-17,1,14,22,34,0.0
2016-17,1,14,22,31,0.0283
2016-17,1,14,22,37,0.0
2016-17,1,14,22,99,0.0586
2016-17,1,14,23,22,0.2592
2016-17,1,14,23,23,0.6515
2016-17,1,14,23,25,0.0023
2016-17,1,14,23,24,0.0
2016-17,1,14,23,21,0.0
2016-17,1,14,23,27,0.0
2016-17,1,14,23,26,0.0
2016-17,1,14,23,15,0.0
2016-17,1,14,23,11,0.0
2016-17,1,14,23,17,0.0
2016-17,1,14,23,35,0.0
2016-17,1,14,23,34,0.0138
2016-17,1,14,23,31,0.0145
2016-17,1,14,23,37,0.0
2016-17,1,14,23,99,0.0586
2016-17,1,14,25,22,0.1304
2016-17,1,14,25,23,0.1271
2016-17,1,14,25,25,0.6471
2016-17,1,14,25,24,0.0
2016-17,1,14,25,21,0.0
2016-17,1,14,25,27,0.0084
2016-17,1,14,25,26,0.0
2016-17,1,14,25,15,0.0
2016-17,1,14,25,11,0.0
2016-17,1,14,25,17,0.0
2016-17,1,14,25,35,0.0096
2016-17,1,14,25,34,0.0
2016-17,1,14,25,31,0.0187
2016-17,1,14,25,37,0.0
2016-17,1,14,25,99,0.0586
2016-17,1,14,27,22,0.0534
2016-17,1,14,27,23,0.0534
2016-17,1,14,27,25,0.0534
2016-17,1,14,27,24,0.0
2016-17,1,14,27,21,0.0
2016-17,1,14,27,27,0.7528
2016-17,1,14,27,26,0.0
2016-17,1,14,27,15,0.0
2016-17,1,14,27,11,0.0
2016-17,1,14,27,17,0.0
2016-17,1,14,27,35,0.0
2016-17,1,14,27,34,0.0
2016-17,1,14,27,31,0.0
2016-17,1,14,27,37,0.0283
2016-17,1,14,27,99,0.0586
2016-17,1,14,31,22,0.0194
2016-17,1,14,31,23,0.0146
2016-17,1,14,31,25,0.0032
2016-17,1,14,31,24,0.0
2016-17,1,14,31,21,0.0
2016-17,1,14,31,27,0.0
2016-17,1,14,31,26,0.0
2016-17,1,14,31,15,0.0
2016-17,1,14,31,11,0.0
2016-17,1,14,31,17,0.0
2016-17,1,14,31,35,0.0
2016-17,1,14,31,34,0.0
2016-17,1,14,31,31,0.8081
2016-17,1,14,31,37,0.0
2016-17,1,14,31,99,0.1547
2016-17,1,14,34,22,0.0372
2016-17,1,14,34,23,0.0
2016-17,1,14,34,25,0.0
2016-17,1,14,34,24,0.0
2016-17,1,14,34,21,0.0
2016-17,1,14,34,27,0.0
2016-17,1,14,34,26,0.0
2016-17,1,14,34,15,0.0
2016-17,1,14,34,11,0.0
2016-17,1,14,34,17,0.0
2016-17,1,14,34,35,0.0
2016-17,1,14,34,34,0.8081
2016-17,1,14,34,31,0.0
2016-17,1,14,34,37,0.0
2016-17,1,14,34,99,0.1547
2016-17,1,14,35,22,0.0372
2016-17,1,14,35,23,0.0
2016-17,1,14,35,25,0.0
2016-17,1,14,35,24,0.0
2016-17,1,14,35,21,0.0
2016-17,1,14,35,27,0.0
2016-17,1,14,35,26,0.0
2016-17,1,14,35,15,0.0
2016-17,1,14,35,11,0.0
2016-17,1,14,35,17,0.0
2016-17,1,14,35,35,0.8081
2016-17,1,14,35,34,0.0
2016-17,1,14,35,31,0.0
2016-17,1,14,35,37,0.0
2016-17,1,14,35,99,0.1547
2016-17,1,14,37,22,0.0053
2016-17,1,14,37,23,0.023
2016-17,1,14,37,25,0.0071
2016-17,1,14,37,24,0.0
2016-17,1,14,37,21,0.0
2016-17,1,14,37,27,0.0018
2016-17,1,14,37,26,0.0
2016-17,1,14,37,15,0.0
2016-17,1,14,37,11,0.0
2016-17,1,14,37,17,0.0
2016-17,1,14,37,35,0.0
2016-17,1,14,37,34,0.0
2016-17,1,14,37,31,0.0
2016-17,1,14,37,37,0.8081
2016-17,1,14,37,99,0.1547
2016-17,1,14,99,22,0.0
2016-17,1,14,99,23,0.0
2016-17,1,14,99,25,0.0
2016-17,1,14,99,24,0.0
2016-17,1,14,99,21,0.0
2016-17,1,14,99,27,0.0
2016-17,1,14,99,26,0.0
2016-17,1,14,99,15,0.0
2016-17,1,14,99,11,0.0
2016-17,1,14,99,17,0.0
2016-17,1,14,99,35,0.0
2016-17,1,14,99,34,0.0
2016-17,1,14,99,31,0.0
2016-17,1,14,99,37,0.0
2016-17,1,14,99,99,1.0
2016-17,1,15,11,22,0.0168
2016-17,1,15,11,23,0.0147
2016-17,1,15,11,25,0.0
2016-17,1,15,11,24,0.0
2016-17,1,15,11,21,0.0
2016-17,1,15,11,27,0.0021
2016-17,1,15,11,26,0.0
2016-17,1,15,11,15,0.0
2016-17,1,15,11,11,0.7528
2016-17,1,15,11,17,0.0
2016-17,1,15,11,35,0.0
2016-17,1,15,11,34,0.0
2016-17,1,15,11,31,0.0
2016-17,1,15,11,37,0.0
2016-17,1,15,11,99,0.2136
2016-17,1,15,15,22,0.0
2016-17,1,15,15,23,0.0
2016-17,1,15,15,25,0.0335
2016-17,1,15,15,24,0.0
2016-17,1,15,15,21,0.0
2016-17,1,15,15,27,0.0
2016-17,1,15,15,26,0.0
2016-17,1,15,15,15,0.7528
2016-17,1,15,15,11,0.0
2016-17,1,15,15,17,0.0
2016-17,1,15,15,35,0.0
2016-17,1,15,15,34,0.0
2016-17,1,15,15,31,0.0
2016-17,1,15,15,37,0.0
2016-17,1,15,15,99,0.2136
2016-17,1,15,17,22,0.0117
2016-17,1,15,17,23,0.0162
2016-17,1,15,17,25,0.0011
2016-17,1,15,17,24,0.0
2016-17,1,15,17,21,0.0
2016-17,1,15,17,27,0.0045
2016-17,1,15,17,26,0.0
2016-17,1,15,17,15,0.0165
2016-17,1,15,17,11,0.0536
2016-17,1,15,17,17,0.6826
2016-17,1,15,17,35,0.0
2016-17,1,15,17,34,0.0
2016-17,1,15,17,31,0.0
2016-17,1,15,17,37,0.0
2016-17,1,15,17,99,0.2136
2016-17,1,15,21,22,0.0
2016-17,1,15,21,23,0.0
2016-17,1,15,21,25,0.0
2016-17,1,15,21,24,0.0
2016-17,1,15,21,21,0.8628
2016-17,1,15,21,27,0.0
2016-17,1,15,21,26,0.0
2016-17,1,15,21,15,0.0
2016-17,1,15,21,11,0.0
2016-17,1,15,21,17,0.0
2016-17,1,15,21,35,0.0
2016-17,1,15,21,34,0.0
2016-17,1,15,21,31,0.0375
2016-17,1,15,21,37,0.0
2016-17,1,15,21,99,0.0997
2016-17,1,15,22,22,0.7998
2016-17,1,15,22,23,0.0418
2016-17,1,15,22,25,0.0158
2016-17,1,15,22,24,0.0
2016-17,1,15,22,21,0.0055
2016-17,1,15,22,27,0.0
2016-17,1,15,22,26,0.0
2016-17,1,15,22,15,0.0
2016-17,1,15,22,11,0.0
2016-17,1,15,22,17,0.0
2016-17,1,15,22,35,0.0
2016-17,1,15,22,34,0.0
2016-17,1,15,22,31,0.0375
2016-17,1,15,22,37,0.0
2016-17,1,15,22,99,0.0997
2016-17,1,15,23,22,0.1869
2016-17,1,15,23,23,0.6672
2016-17,1,15,23,25,0.0087
2016-17,1,15,23,24,0.0
2016-17,1,15,23,21,0.0
2016-17,1,15,23,27,0.0
2016-17,1,15,23,26,0.0
2016-17,1,15,23,15,0.0
2016-17,1,15,23,11,0.0
2016-17,1,15,23,17,0.0
2016-17,1,15,23,35,0.0
2016-17,1,15,23,34,0.0294
2016-17,1,15,23,31,0.0081
2016-17,1,15,23,37,0.0
2016-17,1,15,23,99,0.0997
2016-17,1,15,25,22,0.1233
2016-17,1,15,25,23,0.0799
2016-17,1,15,25,25,0.645
2016-17,1,15,25,24,0.0
2016-17,1,15,25,21,0.0
2016-17,1,15,25,27,0.0146
2016-17,1,15,25,26,0.0
2016-17,1,15,25,15,0.0
2016-17,1,15,25,11,0.0
2016-17,1,15,25,17,0.0
2016-17,1,15,25,35,0.0219
2016-17,1,15,25,34,0.0
2016-17,1,15,25,31,0.0084
2016-17,1,15,25,37,0.0072
2016-17,1,15,25,99,0.0997
2016-17,1,15,27,22,0.0505
2016-17,1,15,27,23,0.0505
2016-17,1,15,27,25,0.0505
2016-17,1,15,27,24,0.0
2016-17,1,15,27,21,0.0
2016-17,1,15,27,27,0.7114
2016-17,1,15,27,26,0.0
2016-17,1,15,27,15,0.0
2016-17,1,15,27,11,0.0
2016-17,1,15,27,17,0.0
2016-17,1,15,27,35,0.0
2016-17,1,15,27,34,0.0
2016-17,1,15,27,31,0.0
2016-17,1,15,27,37,0.0375
2016-17,1,15,27,99,0.0997
2016-17,1,15,31,22,0.0162
2016-17,1,15,31,23,0.0122
2016-17,1,15,31,25,0.0027
2016-17,1,15,31,24,0.0
2016-17,1,15,31,21,0.0
2016-17,1,15,31,27,0.0
2016-17,1,15,31,26,0.0
2016-17,1,15,31,15,0.0
2016-17,1,15,31,11,0.0
2016-17,1,15,31,17,0.0
2016-17,1,15,31,35,0.0
2016-17,1,15,31,34,0.0
2016-17,1,15,31,31,0.7516
2016-17,1,15,31,37,0.0
2016-17,1,15,31,99,0.2173
2016-17,1,15,34,22,0.0311
2016-17,1,15,34,23,0.0
2016-17,1,15,34,25,0.0
2016-17,1,15,34,24,0.0
2016-17,1,15,34,21,0.0
2016-17,1,15,34,27,0.0
2016-17,1,15,34,26,0.0
2016-17,1,15,34,15,0.0
2016-17,1,15,34,11,0.0
2016-17,1,15,34,17,0.0
2016-17,1,15,34,35,0.0
2016-17,1,15,34,34,0.7516
2016-17,1,15,34,31,0.0
2016-17,1,15,34,37,0.0
2016-17,1,15,34,99,0.2173
2016-17,1,15,35,22,0.0311
2016-17,1,15,35,23,0.0
2016-17,1,15,35,25,0.0
2016-17,1,15,35,24,0.0
2016-17,1,15,35,21,0.0
2016-17,1,15,35,27,0.0
2016-17,1,15,35,26,0.0
2016-17,1,15,35,15,0.0
2016-17,1,15,35,11,0.0
2016-17,1,15,35,17,0.0
2016-17,1,15,35,35,0.7516
2016-17,1,15,35,34,0.0
2016-17,1,15,35,31,0.0
2016-17,1,15,35,37,0.0
2016-17,1,15,35,99,0.2173
2016-17,1,15,37,22,0.0044
2016-17,1,15,37,23,0.0192
2016-17,1,15,37,25,0.0059
2016-17,1,15,37,24,0.0
2016-17,1,15,37,21,0.0
2016-17,1,15,37,27,0.0015
2016-17,1,15,37,26,0.0
2016-17,1,15,37,15,0.0
2016-17,1,15,37,11,0.0
2016-17,1,15,37,17,0.0
2016-17,1,15,37,35,0.0
2016-17,1,15,37,34,0.0
2016-17,1,15,37,31,0.0
2016-17,1,15,37,37,0.7516
2016-17,1,15,37,99,0.2173
2016-17,1,15,99,22,0.0
2016-17,1,15,99,23,0.0
2016-17,1,15,99,25,0.0
2016-17,1,15,99,24,0.0
2016-17,1,15,99,21,0.0
2016-17,1,15,99,27,0.0
2016-17,1,15,99,26,0.0
2016-17,1,15,99,15,0.0
2016-17,1,15,99,11,0.0
2016-17,1,15,99,17,0.0
2016-17,1,15,99,35,0.0
2016-17,1,15,99,34,0.0
2016-17,1,15,99,31,0.0
2016-17,1,15,99,37,0.0
2016-17,1,15,99,99,1.0
2016-17,1,16,11,22,0.0002
2016-17,1,16,11,23,0.0002
2016-17,1,16,11,25,0.0
2016-17,1,16,11,24,0.0
2016-17,1,16,11,21,0.0
2016-17,1,16,11,27,0.0
2016-17,1,16,11,26,0.0
2016-17,1,16,11,15,0.0
2016-17,1,16,11,11,0.676
2016-17,1,16,11,17,0.0
2016-17,1,16,11,35,0.0
2016-17,1,16,11,34,0.0
2016-17,1,16,11,31,0.0
2016-17,1,16,11,37,0.0
2016-17,1,16,11,99,0.3236
2016-17,1,16,15,22,0.0
2016-17,1,16,15,23,0.0
2016-17,1,16,15,25,0.0004
2016-17,1,16,15,24,0.0
2016-17,1,16,15,21,0.0
2016-17,1,16,15,27,0.0
2016-17,1,16,15,26,0.0
2016-17,1,16,15,15,0.6568
2016-17,1,16,15,11,0.0191
2016-17,1,16,15,17,0.0
2016-17,1,16,15,35,0.0
2016-17,1,16,15,34,0.0
2016-17,1,16,15,31,0.0
2016-17,1,16,15,37,0.0
2016-17,1,16,15,99,0.3236
2016-17,1,16,17,22,0.0002
2016-17,1,16,17,23,0.0002
2016-17,1,16,17,25,0.0
2016-17,1,16,17,24,0.0
2016-17,1,16,17,21,0.0
2016-17,1,16,17,27,0.0001
2016-17,1,16,17,26,0.0
2016-17,1,16,17,15,0.0
2016-17,1,16,17,11,0.0078
2016-17,1,16,17,17,0.6682
2016-17,1,16,17,35,0.0
2016-17,1,16,17,34,0.0
2016-17,1,16,17,31,0.0
2016-17,1,16,17,37,0.0
2016-17,1,16,17,99,0.3236
2016-17,1,16,21,22,0.0
2016-17,1,16,21,23,0.0
2016-17,1,16,21,25,0.0
2016-17,1,16,21,24,0.0
2016-17,1,16,21,21,0.7614
2016-17,1,16,21,27,0.0
2016-17,1,16,21,26,0.0
2016-17,1,16,21,15,0.0
2016-17,1,16,21,11,0.0
2016-17,1,16,21,17,0.0
2016-17,1,16,21,35,0.0
2016-17,1,16,21,34,0.0
2016-17,1,16,21,31,0.0572
2016-17,1,16,21,37,0.0
2016-17,1,16,21,99,0.1814
2016-17,1,16,22,22,0.7028
2016-17,1,16,22,23,0.0336
2016-17,1,16,22,25,0.0139
2016-17,1,16,22,24,0.0
2016-17,1,16,22,21,0.0111
2016-17,1,16,22,27,0.0
2016-17,1,16,22,26,0.0
2016-17,1,16,22,15,0.0
2016-17,1,16,22,11,0.0
2016-17,1,16,22,17,0.0
2016-17,1,16,22,35,0.0
2016-17,1,16,22,34,0.0
2016-17,1,16,22,31,0.0572
2016-17,1,16,22,37,0.0
2016-17,1,16,22,99,0.1814
2016-17,1,16,23,22,0.1257
2016-17,1,16,23,23,0.6277
2016-17,1,16,23,25,0.008
2016-17,1,16,23,24,0.0
2016-17,1,16,23,21,0.0
2016-17,1,16,23,27,0.0
2016-17,1,16,23,26,0.0
2016-17,1,16,23,15,0.0
2016-17,1,16,23,11,0.0
2016-17,1,16,23,17,0.0
2016-17,1,16,23,35,0.0
2016-17,1,16,23,34,0.0558
2016-17,1,16,23,31,0.0014
2016-17,1,16,23,37,0.0
2016-17,1,16,23,99,0.1814
2016-17,1,16,25,22,0.1015
2016-17,1,16,25,23,0.0249
2016-17,1,16,25,25,0.6158
2016-17,1,16,25,24,0.0
2016-17,1,16,25,21,0.0
2016-17,1,16,25,27,0.0191
2016-17,1,16,25,26,0.0
2016-17,1,16,25,15,0.0
2016-17,1,16,25,11,0.0
2016-17,1,16,25,17,0.0
2016-17,1,16,25,35,0.0438
2016-17,1,16,25,34,0.0
2016-17,1,16,25,31,0.0
2016-17,1,16,25,37,0.0134
2016-17,1,16,25,99,0.1814
2016-17,1,16,27,22,0.0445
2016-17,1,16,27,23,0.0445
2016-17,1,16,27,25,0.0445
2016-17,1,16,27,24,0.0
2016-17,1,16,27,21,0.0
2016-17,1,16,27,27,0.6278
2016-17,1,16,27,26,0.0
2016-17,1,16,27,15,0.0
2016-17,1,16,27,11,0.0
2016-17,1,16,27,17,0.0
2016-17,1,16,27,35,0.0
2016-17,1,16,27,34,0.0
2016-17,1,16,27,31,0.0
2016-17,1,16,27,37,0.0572
