variable,param,std err,t value
const,0.7129085433280191,0.00960830076656603,74.19715105179934
popdens_std,0.09261597363406111,0.01126015809735357,8.22510419776684
sgtiki,0.13388670787773604,0.03729379304863298,3.590053382425892
ACC_transit_std,0.202907107250323,0.016173130903889336,12.545938597549323
ACC_car_std,0.18091504395280122,0.015267794652074262,11.849454886938917
ACC_walk_std,0.19397827599182743,0.011699676239077835,16.579798622454593
